#{"t_start": 1761313202.1610715, "env_id": "None"}
r,l,t
-158.99605,1500,8.353925
-1903.3235,1500,8.353925
-1451.1683,1500,8.353925
-283.22662,1500,8.353925
-892.13214,1500,8.353925
240.21507,1500,8.353925
282.30832,1500,8.353925
279.51617,1500,8.353925
-1187.9993,1500,11.594687
-43.61077,1500,11.594687
-140.95499,1500,11.594687
-339.13177,1500,11.594687
219.5113,1500,11.594687
-177.3541,1500,11.594687
289.13748,1500,11.594687
-1909.7755,1500,11.594687
251.31468,1500,15.806301
-972.5587,1500,15.806301
297.77264,1500,15.806301
268.6318,1500,15.806301
-787.48035,1500,15.806301
255.19873,1500,15.806301
-522.05914,1500,15.806301
294.51828,1500,15.806301
-1622.5664,1500,18.997777
-1540.3884,1500,18.99978
81.77399,1500,18.99978
286.7663,1500,18.99978
230.12433,1500,18.99978
183.33134,1500,18.99978
-10.368641,1500,18.99978
-1554.1943,1500,18.99978
20.44931,1500,23.270463
-185.51654,1500,23.270463
-437.67453,1500,23.270463
297.87946,1500,23.270463
229.3781,1500,23.270463
-706.1003,1500,23.270463
283.2715,1500,23.270463
287.89496,1500,23.270463
-721.76465,365,23.825639
-2879.5981,1500,26.538074
-196.75557,1500,26.538074
-8.929899,1500,26.538074
272.8647,1500,26.538074
-13.40532,1500,26.538074
-14944.668,1500,26.538074
-620.0273,1500,26.538074
-551.1413,1500,28.095484
290.97968,1500,40.512793
231.27937,1500,40.512793
-84.8969,1500,40.512793
258.06195,1500,40.512793
274.44324,1500,40.512793
220.87424,1500,40.512793
-2139.6455,1500,40.512793
-213.63358,1500,41.053893
272.54498,1500,43.843696
141.77348,1500,43.843696
202.91124,1500,43.843696
-784.9373,1500,43.843696
-33.32452,1500,43.843696
-2244.5063,1500,43.843696
-1105.187,1500,43.843696
-1165.2166,1500,45.391781
-398.07407,1500,48.139244
249.65411,1500,48.139244
237.10098,1500,48.139244
299.91318,1500,48.139244
-231.73874,1500,48.139244
-714.21075,1500,48.139244
-3781.2595,1500,48.139244
-1923.3369,1500,48.667547
-500.43594,689,49.116202
-194.81033,1500,51.47111
219.15167,1500,51.47111
21.013357,1500,51.47111
-431.29727,1500,51.47111
291.5158,1500,51.47111
-74.98057,1500,51.47111
199.72005,1500,53.132051
-828.5421,1500,53.620162
234.4491,1500,55.915076
-232.9788,1500,55.915076
227.08229,1500,55.915076
-1595.5471,1500,55.915076
210.75952,1500,55.915076
-1946.4332,1500,55.915076
162.76793,1500,56.5073
298.18594,1500,56.97889
-789.26984,1500,59.271448
286.63477,1500,59.271448
-409.1496,1500,59.271448
-255.3932,1500,59.271448
271.0814,1500,59.271448
165.3392,1500,59.271448
293.1825,1500,59.849604
-279.69104,1500,61.483572
-433.94833,1500,63.874452
-1286.5309,1500,63.874452
297.74042,1500,63.874452
-583.59033,1500,63.874452
-428.8274,1500,63.874452
-1846.0133,1500,63.874452
273.29807,1500,64.435396
33.845566,1500,74.568393
186.06204,1500,76.920559
-344.226,1500,76.920559
-389.12576,1500,76.920559
-170.99576,1500,76.920559
-305.12167,1500,76.920559
290.91296,1500,76.920559
-331.2326,1500,77.481764
162.15247,1500,79.001039
245.49641,1500,80.309267
-1350.1635,1500,80.309267
-21.689314,1500,80.309267
281.39597,1500,80.309267
-297.23044,1500,80.309267
-463.63327,1500,80.309267
99.34735,1500,81.996136
-620.44495,1310,82.201407
-623.29333,950,82.905803
294.59183,1500,84.730984
294.28812,1500,84.730984
297.25507,1500,84.730984
61.744076,1500,84.730984
236.00363,1500,84.730984
267.00952,1500,85.362936
-185.80286,1500,85.655919
-338.64365,1500,87.438704
-437.52036,995,87.520692
293.11838,1500,88.326768
