#{"t_start": 1761281691.1803246, "env_id": "None"}
r,l,t
53.76088,164,3.579488
79.70575,166,3.594714
76.26794,173,3.622944
70.455864,177,3.642735
134.83719,207,3.705541
133.62845,207,3.705541
124.02347,211,3.72596
183.14417,236,3.778573
60.263798,172,3.953227
83.920746,163,3.969081
93.17522,169,3.984639
121.326935,199,4.037602
79.53301,182,4.099352
119.15577,188,4.113437
108.37362,192,4.136386
70.61267,169,4.165164
79.527275,174,4.42618
105.63752,178,4.441003
53.77502,163,4.476552
82.76685,187,4.493233
49.65252,161,4.564265
77.51118,163,4.593337
86.52915,172,4.613157
105.306854,178,4.700596
78.68652,177,4.896438
82.47056,174,4.92625
98.94078,179,4.942047
105.8608,195,4.966618
54.738174,157,5.009846
73.33529,172,5.036072
126.56142,209,5.178592
158.657,231,5.205973
100.45282,173,5.366545
109.7077,181,5.397615
92.02903,169,5.410547
122.321556,202,5.459465
165.68304,222,5.476542
122.825424,218,5.540077
71.37879,171,5.605779
97.08219,183,5.630576
71.396126,170,7.192427
93.31168,193,7.258913
57.625103,169,7.27466
83.4424,168,7.336716
105.76525,206,7.360178
54.572594,163,7.397577
90.93058,173,7.434845
259.37485,322,7.53653
100.98683,175,7.571042
106.78017,185,7.655817
99.57067,184,7.669339
52.135113,163,7.702364
91.41392,175,7.727254
135.38666,199,7.806606
75.24683,168,7.890423
166.88985,237,7.91701
128.78304,208,8.00947
85.429756,163,8.025288
75.82039,164,8.061547
105.0639,178,8.105302
113.11584,211,8.13865
109.39579,196,8.223686
95.03069,179,8.281812
77.606514,165,8.366748
102.83371,184,8.408035
80.45978,172,8.423808
139.48174,233,8.436395
90.2849,165,8.472266
58.25133,170,8.513422
103.69465,186,8.626299
54.683838,165,8.647254
62.926872,171,8.760388
80.56435,173,8.781557
101.76358,176,8.797539
75.61413,167,8.891717
114.67097,199,8.931316
155.78642,233,8.931316
87.04101,181,9.043818
114.58873,191,9.083166
86.20278,167,9.160033
81.07829,165,9.177967
82.34536,175,9.208834
89.06184,166,9.266331
95.18567,188,9.310948
119.199745,206,9.326653
68.59972,178,10.750726
65.50872,166,10.767014
92.56848,169,10.853361
55.817883,166,10.864198
87.37575,165,10.940527
55.960953,169,10.994066
57.715633,167,11.00504
127.31965,221,11.018744
61.069645,173,11.127839
57.6573,158,11.185184
78.99715,166,11.214774
164.46089,232,11.255463
50.49324,163,11.299679
