#{"t_start": 1761275657.5072408, "env_id": "None"}
r,l,t
134.92255,104,20.547371
94.315895,86,20.566683
122.85063,110,20.582386
73.18945,84,20.623504
136.47473,117,20.696748
122.08055,106,20.726708
107.50333,95,20.747547
115.08069,106,20.760519
102.01514,98,20.78352
149.09644,115,20.797664
80.46483,83,20.818386
107.7863,115,20.839337
90.28265,82,20.900644
98.867386,93,20.949587
84.1381,93,20.967539
114.154106,88,21.000726
126.4145,109,21.016896
122.52186,110,21.043976
107.307106,95,21.066969
129.4966,112,21.07785
84.20362,93,21.135412
84.34529,86,22.261663
101.34419,90,22.338971
128.18127,110,22.368438
99.17391,86,22.414569
112.714355,87,22.414569
88.40121,96,22.431624
91.5353,82,22.477694
175.15714,147,22.523537
90.200676,82,22.574065
123.16478,95,22.597824
70.623634,82,22.608133
95.51261,92,22.635855
88.31233,89,22.646852
166.53374,143,22.695878
171.28793,132,22.796843
135.74252,118,22.821836
115.533005,101,22.846895
94.992165,101,22.868455
105.355545,100,22.898311
116.248985,120,22.922518
92.240486,101,22.935812
117.95406,119,22.95207
79.05782,82,23.039929
142.35168,110,23.050249
108.15531,96,23.066463
103.97221,92,23.11815
106.98809,92,23.149045
129.68144,130,23.164701
75.729614,86,23.184469
82.15546,94,23.199018
97.955376,85,23.316924
109.461716,99,23.339665
72.96122,84,23.358129
108.924675,105,23.377785
73.328514,86,23.40656
104.16995,108,23.453326
160.52759,129,23.509581
195.86794,151,23.566675
85.42848,96,23.58521
115.47959,89,23.609688
120.71396,93,23.63041
109.021126,84,23.63041
130.93315,101,23.64209
101.27645,97,23.698508
131.08029,101,23.75177
77.04513,90,23.774403
104.19276,93,23.794385
108.01811,91,23.812959
74.49271,85,23.822368
74.82533,87,23.836723
104.088,110,23.876583
106.20346,103,23.94127
138.62732,107,24.001736
104.11802,95,24.024862
106.33759,101,24.024862
121.926605,94,24.042397
103.70964,101,24.063815
148.84026,115,24.096628
114.29487,116,24.148894
131.65446,111,24.216494
115.21545,89,24.277319
138.7877,107,24.322496
93.299774,90,24.36645
143.86314,123,24.406772
153.00314,149,24.491381
123.22191,95,24.509225
146.59428,125,24.529671
107.39907,95,24.550935
88.621155,83,24.567696
208.10194,189,24.582338
91.93614,88,24.626567
150.4638,128,24.679027
94.06436,88,24.696567
90.56705,87,24.716134
80.13261,83,24.746774
125.39524,97,24.76672
121.994896,94,24.785105
114.174866,100,24.81481
102.453995,100,24.863787
114.19799,88,24.890736
94.22011,86,26.063494
82.93969,83,26.090464
79.185326,82,26.103584
168.06789,148,26.168353
145.28014,112,26.184638
88.68392,84,26.214184
109.82063,85,26.24257
147.67891,114,26.263024
71.715,83,26.290072
105.91726,93,26.312717
224.10541,194,26.364387
88.44887,85,26.38939
87.23793,95,26.419937
80.11828,83,26.431192
101.60287,94,26.470731
141.03539,109,26.513985
110.48822,94,26.515116
133.90923,131,26.570233
88.52018,96,26.591631
80.80994,90,26.619243
85.82999,94,26.631873
107.846375,92,26.69886
145.32878,112,26.708873
197.06755,180,26.776549
119.72687,120,26.798896
73.61945,86,26.822246
84.65099,84,26.840708
109.97777,85,26.858718
80.24495,83,26.921617
190.7667,147,26.933627
120.66188,93,26.956353
141.2976,109,27.031602
135.54875,121,27.074358
119.35906,92,27.108876
164.93225,135,27.121089
95.026184,101,27.143519
81.09787,92,27.14452
