#{"t_start": 1762758597.0535116, "env_id": "None"}
r,l,t
-106.93243,17,8.969463
-250.08624,9,8.969463
-235.07716,8,8.994195
-232.22502,6,9.021352
-204.29033,10,9.022343
-296.90652,6,9.04823
-268.9983,5,9.070012
-230.17668,6,9.087031
-696.4142,17,9.088027
-423.75015,23,9.102067
-129.11494,10,9.124079
-436.72147,30,9.142112
-314.4929,6,9.165212
-230.79626,6,9.165212
-221.23102,23,9.231078
-221.19073,8,9.231078
-166.8467,15,9.231078
-156.3477,10,9.255089
-123.74042,15,9.278991
-140.55922,18,9.300496
-161.58058,8,9.318709
-373.496,28,9.341469
-149.02415,12,9.359892
-498.54565,26,9.379903
-161.08102,11,9.379903
-244.93951,6,9.400538
-308.4738,10,9.419091
-179.37515,7,9.453342
-179.35933,7,9.483578
-192.54274,8,9.483578
-198.36375,6,9.503402
-113.77677,23,9.525479
-210.7683,11,9.540527
-188.66278,7,9.573316
-218.40727,8,9.59833
-184.55098,7,9.59833
-136.2638,14,9.59833
-300.9024,22,9.614141
-219.74117,6,9.634098
-148.40054,9,9.665287
-243.93484,5,9.685826
-229.21854,7,9.709343
-260.19843,7,9.709343
-558.2249,19,9.738632
-201.245,11,9.756783
-218.55919,9,9.798845
-125.455246,16,9.820579
-171.43588,9,9.846445
-207.09462,16,9.863429
-458.03214,20,9.885682
-193.30789,6,9.91167
-280.725,10,9.930085
-362.1929,19,9.953563
-100.49323,21,9.953563
-383.05716,5,9.97767
-188.35587,24,9.994584
-216.36859,14,10.023973
-243.4804,5,10.046429
-220.99254,15,10.064302
-182.62984,9,10.064302
-128.54189,10,10.080735
-238.2513,7,10.115104
-258.24948,6,10.145555
-239.89955,8,10.145555
-349.76077,9,10.165569
-213.94398,18,10.191307
-156.77994,11,10.191307
-115.065994,12,10.247719
-294.09573,39,10.275168
-254.94994,11,10.308072
-216.0162,13,10.35125
-138.59628,9,10.35125
-113.00726,13,10.395395
-168.61476,7,10.420279
-435.4045,35,10.440239
-163.21623,11,10.499981
-249.16083,8,10.499981
-223.98747,14,10.541818
-117.367645,12,10.571225
-315.3099,13,10.592173
-320.95517,29,10.62007
-182.29013,8,10.62007
-237.18669,9,10.648072
-89.341354,17,10.667024
-415.99106,17,10.667024
-298.06308,27,10.696814
-171.13467,11,10.716337
-313.5547,6,10.749197
-166.93117,8,10.79192
-339.20923,8,10.827808
-275.40976,5,10.85235
-223.7322,14,10.874365
-138.2934,11,10.90097
-552.6287,26,10.941041
-546.8406,26,10.941041
-245.05315,7,10.941041
-172.50652,20,10.966039
-306.34952,46,10.966039
-180.11528,6,11.001006
-295.09692,8,11.027859
-242.46483,13,11.046713
-240.18748,8,11.083814
-319.94418,23,11.083814
-226.39311,25,11.083814
-244.4776,6,11.105605
-101.56023,15,11.129066
-188.12791,9,11.130117
-413.7419,18,11.158622
-224.07997,7,11.18569
-201.34276,8,11.219671
-250.78525,25,11.219671
-143.62727,12,11.238832
-145.23862,9,11.276564
-122.05701,9,11.303985
-118.1071,18,11.323298
-167.80157,8,11.347097
-184.19838,11,11.378022
-229.84373,11,11.4133
-192.02638,26,11.4133
-202.64557,8,11.431899
-495.8196,24,11.431899
-241.6259,11,11.450079
-227.50023,8,11.474168
-122.585365,14,11.503463
-217.39598,6,11.503463
-135.25607,10,11.549889
-243.09268,6,11.570723
-328.2406,26,11.570723
-228.79831,7,11.590477
-245.30229,13,11.610009
-289.26904,5,11.639183
-289.45975,6,11.663505
-222.0507,6,11.687266
-186.24605,8,11.709005
-142.37251,20,11.727501
-121.19481,13,11.755536
-187.72862,7,11.78853
-345.92645,5,11.789531
-182.39655,26,11.814248
-256.82132,5,11.830434
-182.58546,9,11.869105
-251.52948,7,11.91887
-283.0678,9,11.91887
-204.89485,8,11.91887
-126.45331,10,11.950217
-288.7879,20,12.008891
-144.76894,10,12.008891
-271.609,9,12.081708
-264.46326,5,12.115996
-266.7347,10,12.167948
-269.29858,6,12.167948
-229.16338,7,12.195374
-139.18503,12,12.227025
-313.54077,42,12.250401
-150.62392,8,12.270574
-259.73697,9,12.295398
-194.08075,7,12.315002
-264.75726,8,12.333874
-195.5648,9,12.363152
-145.01024,9,12.381997
-172.50327,8,12.400712
-319.42828,5,12.423892
-242.04712,6,12.423892
-184.23686,8,12.45696
-156.16371,11,12.457963
-321.50336,6,12.498395
-144.15518,10,12.553471
-177.94963,9,12.581006
-125.054375,15,12.626269
-194.61433,13,12.626269
-401.54688,5,12.659958
-261.1769,12,12.678737
-593.9638,23,12.700253
-366.25015,12,12.73912
-229.08696,7,12.73912
-202.82211,6,12.760393
-331.30865,21,12.794026
-276.06326,33,12.850245
-816.8492,55,12.881298
-252.4093,6,12.927552
-288.19925,5,12.960328
-453.29593,35,12.960328
-246.06738,6,12.960328
-207.26976,6,12.984718
-367.24963,5,13.016646
-304.75806,5,13.040197
-114.751144,10,13.075919
-209.0712,17,13.105931
-141.74301,11,13.135726
-94.35133,28,13.18715
-200.16324,15,13.18715
-103.00019,14,13.237025
-238.69496,7,13.258859
-177.40282,8,13.296213
-133.42735,15,13.320894
-183.80988,15,13.349325
-154.67455,29,13.388076
-460.51614,5,13.451372
-64.36783,23,13.481305
-233.69414,15,13.534105
-130.97954,18,13.561125
-232.5885,37,13.606562
-111.04227,12,13.655992
-204.96396,19,13.693835
-377.48965,5,13.725054
-276.99652,5,13.765827
-133.68086,14,13.784059
-337.46222,11,13.808538
-154.53271,8,13.836029
-332.73288,5,13.858114
-143.37636,8,13.886054
-242.84818,5,13.886054
-451.82776,34,13.91407
-377.5647,13,13.942222
-184.22177,7,13.965336
-252.71503,7,13.988955
-214.98425,7,14.014065
-137.92271,9,14.014065
-160.32909,12,14.045649
-212.47577,7,14.045649
-376.8145,42,14.045649
-311.5205,5,14.078396
-265.02258,21,14.101377
-210.91978,7,14.126392
-142.50717,12,14.126392
-174.67456,10,14.1535
-282.6144,5,14.1535
-155.73933,23,14.171899
-298.7044,5,14.1856
-264.68576,5,14.218343
-334.81967,10,14.24579
-449.92838,11,14.310015
-123.37944,10,14.360712
-117.44924,21,14.383993
-169.66039,7,14.383993
-548.5787,17,14.415963
-264.92215,6,14.438458
-188.66754,10,14.461815
-101.936966,17,14.461815
-218.17316,14,14.4913
-199.8722,13,14.516843
-314.03925,15,14.535974
-179.2289,7,14.535974
-228.1651,11,14.56223
-169.96436,10,14.56223
-119.14528,14,14.592083
-308.12833,9,14.592083
-218.40247,6,14.647965
-213.03358,6,14.647965
-275.86188,9,14.66469
-252.52026,13,14.685748
-118.52824,13,14.7154
-447.09793,18,14.750983
-203.51773,9,14.782396
-221.9278,58,14.805723
-225.56892,13,14.827285
-465.759,14,14.847444
-222.14023,16,14.882054
-192.50465,16,14.908196
-113.84438,12,14.929382
-239.59277,8,14.972162
-260.59305,13,14.972162
-555.6785,39,15.002329
-186.09286,6,15.068001
-138.59602,10,15.068001
-114.465004,26,15.091985
-220.52116,21,15.124941
-248.4303,9,15.181633
-309.992,5,15.214304
-230.80885,6,15.264214
-178.96764,32,15.286127
-241.05533,12,15.321326
-306.1076,15,15.339172
-368.14835,5,15.355935
-194.7687,14,15.374314
-217.25075,9,15.397946
-439.39203,21,15.419723
-331.2716,27,15.419723
-261.68228,6,15.441856
-474.86105,5,15.442749
-191.86974,6,15.467083
-165.41284,8,15.495656
-174.45815,15,15.526258
-547.0655,42,15.551703
-133.10455,11,15.597927
-97.73365,13,15.67077
-99.03514,16,15.754237
-144.86584,12,15.754237
-349.17163,18,15.754237
-108.11119,14,15.812287
-264.42694,24,15.812287
-199.98259,6,15.838343
-322.66058,15,15.853848
-275.93045,5,15.884078
-149.41458,20,15.884078
-342.80145,5,15.903485
-176.48401,12,15.939472
-358.8934,5,15.939472
-186.11725,7,15.939472
-371.89548,5,15.974059
-124.5412,10,16.016455
-220.56827,27,16.016455
-191.74095,12,16.043239
-384.13422,36,16.06304
-156.6794,11,16.095117
-117.78604,27,16.095117
-239.87396,5,16.112402
-184.79465,10,16.126804
-205.89616,7,16.162404
-539.1507,39,16.178843
-157.83795,8,16.204727
-268.98337,6,16.228155
-165.41344,11,16.243211
-192.4754,8,16.267263
-245.63452,38,16.294514
-149.62257,16,16.311907
-216.27246,7,16.33395
-176.15236,7,16.355615
-240.53123,13,16.38095
-251.99712,14,16.414717
-252.33455,7,16.43277
-211.84175,11,16.461617
-201.95999,33,16.476616
-204.74268,6,16.476616
-146.81815,11,16.499964
-181.32504,11,16.56327
-505.60107,17,16.56327
-157.47,13,16.584063
-352.1857,33,16.60131
-248.62164,18,16.632308
-170.41667,7,16.667041
-177.00496,12,16.70631
-241.69322,23,16.727738
-177.25722,8,16.727738
-98.48753,14,16.751938
-274.15344,24,16.751938
-167.7515,8,16.778384
-332.9118,14,16.778384
-514.23486,26,16.796438
-331.75433,6,16.81478
-268.41376,7,16.867398
-314.715,5,16.895763
-172.41052,9,16.92371
-214.14632,7,16.951635
-304.1377,8,16.976177
-149.32503,13,16.993991
-146.43095,14,17.020884
-198.4506,7,17.040134
-159.3374,13,17.085866
-121.19664,12,17.086862
-254.2663,16,17.114738
-255.79874,7,17.130813
-134.93869,12,17.149727
-330.68713,24,17.149727
-159.20496,9,17.160429
-336.8679,5,17.19754
-169.98112,8,17.219156
-149.91742,9,17.245131
-179.65823,8,17.269273
-521.56696,22,17.285916
-294.33713,12,17.313621
-148.79663,9,17.313621
-170.65672,8,17.313621
-319.27188,17,17.328424
-224.45914,6,17.36879
-164.23895,8,17.389788
-233.55858,19,17.392711
-250.04161,7,17.392711
-237.49852,7,17.429913
-231.20819,11,17.454254
-249.75655,5,17.476372
-201.80899,7,17.49347
-302.88126,8,17.513485
-184.55348,9,17.513485
-319.95535,20,17.529919
-188.84526,9,17.562676
-375.3603,5,17.577573
-178.87764,8,17.577573
-243.60965,7,17.620133
-203.67752,7,17.620133
-333.23798,8,17.620133
-155.57022,20,17.643197
-162.5112,7,17.679364
-406.47678,30,17.712569
-206.77989,8,17.712569
-279.81647,9,17.74355
-166.9818,10,17.74355
-153.7681,10,17.768195
-237.32481,11,17.81581
-363.2365,6,17.850714
-294.1647,8,17.903365
-177.31195,11,17.934157
-642.67285,19,17.934157
-219.43938,8,17.975632
-180.84756,15,18.051888
-138.3701,9,18.088699
-246.49083,7,18.088699
-147.58148,11,18.136085
-249.34985,21,18.172814
-93.60734,17,18.202175
-78.79741,20,18.236989
-229.7851,7,18.277744
-190.62059,15,18.33999
-191.77829,21,18.33999
-222.91148,7,18.369003
-205.68729,7,18.399945
-523.3613,22,18.435385
-202.35316,8,18.454415
-232.57608,6,18.454415
-165.22937,26,18.463955
-256.1038,5,18.485224
-161.65248,23,18.514881
-476.33643,5,18.535146
-232.53497,19,18.584944
-370.63364,25,18.613593
-365.74023,10,18.647066
-308.30307,8,18.647066
-95.726326,23,18.667921
-195.6317,8,18.703199
-209.50015,20,18.729465
-115.02054,16,18.759644
-187.09424,11,18.798615
-154.34859,13,18.830206
-200.99295,7,18.859648
-298.06717,28,18.893739
-447.59058,17,18.934053
-408.50388,19,18.934053
-147.18379,10,18.971007
-153.92851,8,19.036969
-418.17926,14,19.065164
-105.79648,12,19.097971
-519.7557,22,19.097971
-191.40918,11,19.129207
-72.43671,17,19.163379
-156.44539,8,24.272702
-225.76776,13,24.315837
-217.8837,6,24.315837
-330.0675,28,24.344028
-145.6932,17,24.370755
-250.95956,5,24.408064
-174.44035,17,24.442787
-183.08261,7,24.481183
-379.37097,21,24.481183
-111.20111,14,24.534865
-212.2873,8,24.572862
-159.21704,11,24.572862
-159.06065,11,24.612106
-170.7591,8,24.637829
-134.83841,38,24.637829
-242.53221,6,24.674381
-169.38036,9,24.696259
-197.29855,8,24.713007
-250.63596,5,24.748282
-396.77844,16,24.763123
-674.7704,51,24.794789
-231.24399,10,24.830191
-199.37718,6,24.874347
-247.10269,35,24.9032
-98.38866,25,24.9032
-160.99712,42,24.922795
-232.66553,33,24.96682
-193.33797,23,25.017808
-398.9915,42,25.017808
-234.90945,7,25.039432
-176.31886,33,25.055026
-182.80553,15,25.076464
-141.86726,9,25.122112
-255.44571,5,25.122112
-150.1829,17,25.176064
-211.82999,16,25.211077
-160.21106,18,25.234491
-115.57913,18,25.2715
-165.79103,37,25.2715
-250.53941,18,25.2715
-199.19376,6,25.294718
-203.11868,6,25.294718
-96.044785,17,25.320816
-358.07892,42,25.320816
-228.9112,7,25.320816
-242.12105,6,25.366865
-388.005,21,25.414881
-400.6161,5,25.436646
-309.20694,18,25.492376
-314.00592,6,25.492376
-270.82217,32,25.492376
-180.40236,21,25.534885
-324.23624,68,25.55928
-193.17361,7,25.584272
-289.25406,30,25.635077
-375.91486,25,25.686053
-445.29514,35,25.686053
-179.29749,15,25.704363
-188.32053,15,25.727134
-150.0667,23,25.753083
-259.1181,6,25.782344
-229.89105,32,25.832877
-105.77511,14,25.832877
-137.11021,9,25.859483
-184.13673,7,25.887259
-347.71655,35,25.922016
-164.5644,25,25.955074
-307.81268,10,25.972946
-301.60013,37,26.013136
-197.98117,12,26.040374
-648.58374,29,26.06989
-126.61413,12,26.104408
-171.89445,10,26.150849
-169.53691,7,26.168385
-512.74225,25,26.205214
-332.19666,19,26.279685
-175.51942,10,26.304335
-133.56279,13,26.326134
-237.78326,6,26.368012
-232.71906,6,26.387854
-156.18349,14,26.387854
-555.6515,54,26.408769
-149.87251,18,26.435626
-142.4526,9,26.48893
-205.07777,26,26.516851
-131.89742,14,26.54424
-243.45442,14,26.54424
-186.31001,13,26.56314
-215.62813,6,26.606496
-211.241,6,26.623085
-156.27127,21,26.645808
-219.18463,35,26.697165
-252.57738,5,26.697165
-221.64554,7,26.752694
-441.10767,25,26.804044
-181.75221,32,26.866889
-378.4778,67,26.969887
-120.26469,14,26.995449
-203.62138,18,27.056432
-214.54585,6,27.056432
-346.59857,15,27.082893
-308.68097,35,27.082893
-171.75027,7,27.15288
-545.2572,39,27.210679
-320.8335,12,27.210679
-299.22006,6,27.224841
-175.6906,7,27.264509
-113.84982,27,27.288334
-191.42094,8,27.30713
-385.31836,63,27.332775
-404.58356,57,27.346289
-135.65837,30,27.416768
-118.67823,11,27.444486
-154.48068,13,27.459532
-347.62292,33,27.484394
-253.82593,6,27.544814
-231.92911,26,27.586201
-155.33214,22,27.742974
-103.70017,16,27.83433
-219.34076,10,27.867447
-394.12827,27,27.867447
-222.09407,6,27.950064
-129.41844,14,27.993273
-104.46606,28,28.012758
-225.48103,30,28.012758
-146.39113,11,28.012758
-159.22745,10,28.04785
-170.63531,7,28.110399
-283.17834,61,28.133928
-477.00058,28,28.133928
-353.65768,14,28.154665
-256.96304,30,28.192848
-104.02629,13,28.226754
-206.67012,7,28.254668
-122.920265,18,28.289973
-247.95277,6,28.31375
-146.23907,33,28.329417
-316.339,35,28.344826
-221.89236,6,28.413274
-134.07222,12,28.455754
-134.99536,30,28.455754
-293.66748,44,28.494685
-108.85117,32,28.528401
-448.4289,23,28.590798
-728.0286,35,28.620944
-103.78093,17,28.63656
-130.54167,19,28.663141
-139.49565,9,28.674764
-140.86221,27,28.713773
-182.93454,6,28.74381
-133.91472,12,28.760048
-204.07437,34,28.805943
-205.9085,10,28.824046
-179.77222,17,28.856551
-166.46655,24,28.872567
-185.57,8,28.899025
-663.00726,51,28.917449
-278.928,6,28.949059
-359.15494,26,28.962143
-299.27313,11,28.982968
-108.20866,16,29.019757
-569.5883,73,29.050488
-210.08054,29,29.072914
-187.19954,14,29.085727
-100.55489,13,29.101354
-94.50742,22,29.115959
-188.19678,19,29.134158
-665.1656,56,29.134158
-172.91203,13,29.154508
-282.69708,6,29.166552
-188.32605,7,29.192967
-196.70015,7,29.203043
-96.96768,15,29.240522
-158.68073,8,29.240522
-289.34528,13,29.240522
-174.63731,19,29.259615
-156.74333,11,29.259615
-221.6086,6,29.278568
-262.18347,6,29.315345
-194.62013,7,29.399013
-272.87296,16,29.446421
-148.26678,23,29.474323
-204.53415,16,29.508181
-204.39569,15,29.508181
-126.202156,10,29.508181
-258.66333,18,29.564889
-253.68214,6,29.609974
-272.50098,6,29.646696
-305.0598,6,29.646696
-270.33752,14,29.683122
-275.0783,5,29.73609
-116.37038,12,29.807268
-199.2462,7,29.85527
-177.9729,8,29.977466
-150.54706,18,29.977466
-163.3255,22,30.112341
-109.70593,17,30.162878
-221.14555,26,30.244432
-262.03256,5,30.339055
-273.98672,5,30.434313
-273.78088,35,30.479846
-482.5606,59,30.479846
-228.91068,5,30.504704
-95.10791,25,30.504704
-550.9845,51,30.546021
-127.58591,21,30.576661
-241.70432,6,30.602919
-198.28566,32,30.634203
-111.26415,13,30.683198
-300.537,14,30.706307
-165.344,10,30.746078
-184.00728,8,30.746078
-135.4143,16,30.790416
-408.85162,20,30.817791
-263.62988,37,30.885575
-178.00488,9,30.885575
-169.48859,7,30.922837
-196.1715,7,30.964771
-367.1874,5,31.001433
-172.49998,15,31.039845
-195.68202,27,31.089464
-260.58948,5,31.11955
-249.66557,23,31.145784
-140.68634,11,31.165499
-170.47318,8,31.210665
-144.29356,11,31.23045
-146.32181,22,31.264648
-503.1668,21,31.286929
-207.12491,6,31.318597
-273.96384,39,31.318597
-208.01021,19,31.354595
-136.16295,9,31.355797
-158.35939,8,31.392999
-172.30353,14,31.432835
-355.0444,31,31.460928
-161.55995,10,31.478558
-168.48634,13,31.506674
-167.70984,11,31.536227
-184.2099,7,31.560614
-453.48285,48,31.58279
-198.08356,9,31.602879
-159.64027,7,31.619272
-171.4089,26,31.634661
-130.41011,9,31.685924
-142.10326,9,31.722954
-291.07068,5,31.763871
-186.00212,41,31.856133
-136.975,11,31.882194
-185.04688,27,31.894112
-465.9554,37,31.914282
-225.16039,7,31.951495
-154.35944,14,31.974244
-239.65942,6,32.022099
-385.74234,41,32.082793
-445.34418,41,32.114218
-450.65228,21,32.156737
-377.04874,48,32.17445
-265.60254,6,32.202202
-412.85266,37,32.238003
-358.11984,50,32.244181
-250.87001,25,32.283085
-176.59616,7,32.320023
-127.08563,22,32.341862
-261.3088,42,32.389151
-134.66615,9,32.424933
-191.1505,43,32.458856
-134.36626,12,32.496466
-121.011086,11,32.496466
-314.83698,9,32.528893
-159.70743,28,32.569289
-395.8278,55,32.598708
-105.02078,16,32.703181
-167.96605,51,32.703181
-170.51991,15,32.722089
-567.40076,28,32.747149
-285.68088,6,32.808869
-194.33391,34,32.808869
-256.51245,33,32.8242
-225.87946,14,32.884346
-133.6992,15,32.884346
-147.65265,9,32.903016
-235.02638,49,32.916838
-139.31833,12,32.93564
-198.85417,17,32.958688
-95.413185,15,32.987472
-257.0034,46,33.024258
-195.9221,8,33.059489
-136.44704,12,33.059489
-243.26184,14,33.092015
-204.94519,15,33.125755
-358.47223,12,33.146561
-272.61758,7,33.164741
-167.11342,17,33.223147
-124.57629,22,33.244303
-124.97856,14,33.264201
-87.83747,22,33.30523
-564.4388,33,33.30523
-427.40042,36,33.323493
-531.36694,20,33.345566
-176.00232,7,33.376507
-110.38078,15,33.394074
-244.2266,28,33.404395
-167.16748,7,33.444198
-142.44562,9,33.457245
-152.64507,23,33.478952
-128.66922,17,33.478952
-223.23108,23,33.499622
-153.22684,8,33.534391
-115.67116,15,33.570793
-267.40436,11,33.602136
-377.17065,23,33.632127
-170.08376,17,33.659875
-345.62183,5,33.694448
-211.3579,7,33.706483
-467.49023,36,33.706483
-332.27856,6,33.724562
-139.03546,8,33.758244
-135.89917,10,33.778898
-158.24657,11,33.796013
-268.8003,32,33.813091
-293.87857,24,33.813091
-194.42953,16,33.847312
-266.09402,57,33.87092
-128.94409,14,33.892961
-144.63782,8,33.948367
-191.44057,10,34.003263
-227.14586,19,34.003263
-278.54764,20,34.003263
-128.39462,23,34.030055
-121.697395,10,34.060818
-204.44131,11,34.074863
-89.26652,28,34.103145
-354.59027,36,34.122211
-162.64981,19,34.122211
-331.98758,55,34.134862
-161.50047,8,34.164274
-142.5173,8,34.194856
-426.02838,18,34.234067
-269.396,24,34.234067
-533.2691,29,34.249032
-124.28831,10,34.284972
-210.22542,6,34.294975
-200.10751,16,34.352876
-205.66109,35,34.396899
-238.57436,8,34.429079
-329.61758,36,34.429079
-288.76422,5,34.454636
-272.92902,25,34.486006
-192.48946,7,34.494611
-422.19193,28,34.512843
-272.94437,5,34.534561
-140.77551,10,34.583187
-457.50928,58,34.609111
-124.11307,10,34.62803
-138.36737,25,34.651438
-417.81616,49,34.665598
-412.2061,61,34.686477
-110.69764,12,34.686477
-249.74641,6,34.686477
-307.4723,5,34.7098
-242.64932,28,34.7098
-186.1588,7,34.723006
-467.61453,15,34.77819
-219.1355,16,34.78606
-163.71191,20,34.802754
-208.98282,6,34.824413
-216.72417,25,34.844511
-223.64973,7,34.863107
-361.25482,35,34.863107
-307.50452,11,34.894949
-98.22819,13,34.934466
-298.73276,33,34.934466
-187.51463,14,34.968574
-438.9382,62,35.005444
-147.87573,8,35.022418
-131.75269,10,35.05299
-150.1235,23,35.069869
-206.0906,24,35.083923
-189.92354,7,35.100851
-150.96796,16,35.128929
-358.04044,9,35.128929
-619.1095,55,35.148122
-200.01395,6,35.166364
-186.65627,29,35.21611
-256.3918,6,35.244332
-114.58304,11,35.262809
-331.20816,12,35.284595
-156.82019,16,35.284595
-359.7879,13,35.294064
-157.67542,8,35.304741
-234.0097,11,35.32404
-345.27292,19,35.33727
-239.01941,6,35.368266
-185.41942,7,35.368266
-393.51224,21,35.409709
-397.3251,16,35.425763
-140.49135,11,35.425763
-224.39919,7,35.490396
-152.11996,21,35.513174
-227.03496,8,35.57073
-347.29324,24,35.617626
-300.61438,35,35.634469
-192.09088,8,35.655589
-204.43095,8,35.689467
-210.80304,7,35.705273
-202.52626,18,35.725702
-199.43802,28,35.75089
-229.77235,8,35.762828
-222.4328,6,35.776738
-346.09662,19,35.807352
-187.54333,13,35.807352
-764.9222,54,35.820251
-242.78557,8,35.832944
-237.91428,7,35.863768
-124.25538,17,35.881538
-144.32423,65,35.918691
-306.40436,16,35.933087
-206.78401,10,35.969927
-336.64832,26,35.985218
-263.56317,24,36.017973
-641.0837,26,36.046555
-124.4973,10,36.063218
-240.00972,16,36.076897
-168.2069,7,36.092087
-413.76056,62,36.115297
-214.41702,6,40.281082
-183.89099,14,40.3207
-212.63866,8,40.357801
-209.52042,6,40.374003
-171.79147,23,40.388975
-411.74753,44,40.388975
-172.48941,13,40.470349
-239.82852,45,40.496924
-228.86005,16,40.516526
-165.05635,53,40.537907
-335.83374,40,40.565011
-199.54082,6,40.582762
-225.81348,6,40.603941
-171.45563,13,40.622347
-627.58514,36,40.656772
-141.00513,9,40.683033
-140.43726,21,40.701143
-347.54752,16,40.702144
-417.69708,42,40.731289
-113.78593,17,40.789716
-103.05386,16,40.81351
-146.60251,12,40.8384
-347.78662,72,40.8384
-246.9306,10,40.875324
-148.48483,13,40.917865
-112.832306,27,40.975982
-108.6982,27,40.998062
-110.64446,23,41.038428
-340.31964,63,41.075713
-537.24274,55,41.104353
-125.65469,13,41.120865
-439.43106,72,41.134069
-185.98907,7,41.160497
-251.76782,5,41.180718
-205.10278,7,41.228901
-139.65129,20,41.242201
-556.0836,78,41.293734
-136.35301,22,41.318466
-252.82336,32,41.33315
