#{"t_start": 1761274562.93438, "env_id": "None"}
r,l,t
1642.678,1500,3.483711
1644.9928,1500,4.48247
1639.7662,1500,5.569494
1643.6768,1500,6.510659
1639.4868,1500,7.692091
1639.0781,1500,8.78969
1635.3586,1500,17.989698
1642.6337,1500,19.072329
1639.6744,1500,20.21961
1645.2532,1500,21.334966
1643.7638,1500,22.469845
1639.3785,1500,23.479559
1643.8018,1500,24.746509
1639.0851,1500,33.141433
1645.0314,1500,34.229759
1642.5627,1500,35.381782
1645.0499,1500,36.379774
1639.3701,1500,37.560648
1641.5421,1500,38.709579
1643.7325,1500,39.861629
1639.4244,1500,48.351767
1643.7356,1500,49.563876
1639.2607,1500,50.669671
1639.5862,1500,51.819836
1642.5114,1500,52.96408
1642.2104,1500,54.21161
1640.3711,1500,62.877701
1639.3652,1500,64.139555
1641.306,1500,65.201484
1643.612,1500,66.293535
1643.5271,1500,67.601878
1639.2714,1500,68.69181
1643.6714,1500,69.923875
1642.1998,1500,78.681417
1645.3057,1500,79.889716
1641.9552,1500,81.089796
1639.5358,1500,82.313706
1645.5109,1500,83.463282
1642.4496,1500,84.809736
1643.4591,1500,85.889744
1643.6443,1500,94.669885
1641.4974,1500,95.759465
1643.5062,1500,96.914538
1643.5345,1500,98.143172
1641.4252,1500,99.26361
1642.0282,1500,100.543839
1635.6414,1500,109.362993
1643.5475,1500,110.639665
1643.5339,1500,111.718748
1639.5338,1500,112.989884
1642.0513,1500,114.05948
1638.7614,1500,115.339733
1642.0823,1500,116.669687
1638.9573,1500,125.783787
1643.4949,1500,126.872319
1642.3478,1500,128.062295
1645.1093,1500,129.224746
1644.5593,1500,130.469705
1639.4684,1500,131.70607
1639.5082,1500,132.759695
1643.2845,1500,142.002589
1645.4312,1500,143.099708
1644.79,1500,144.406258
1642.4801,1500,145.469734
1643.5511,1500,146.779432
1644.9656,1500,147.839651
1637.4948,1500,156.777459
1643.4604,1500,158.099711
1639.1722,1500,159.447622
1644.7384,1500,160.595751
1642.368,1500,161.898095
1644.1686,1500,162.993724
1639.5916,1500,164.147959
1639.1608,1500,173.039866
1639.1925,1500,174.131751
1643.2836,1500,175.343787
1643.378,1500,176.445251
1643.5142,1500,177.694206
1644.882,1500,178.887118
1642.2509,1500,180.227668
1642.692,1500,189.295717
1644.0045,1500,190.559622
1641.7068,1500,191.659656
1641.3351,1500,192.934346
1638.816,1500,194.09858
1639.2489,1500,195.197817
1640.172,1500,204.159463
1645.0281,1500,205.267837
1641.196,1500,206.588373
1646.6829,1500,207.835906
1640.9388,1500,209.104519
1643.2671,1500,210.269514
1644.4487,1500,211.481963
1635.8538,1500,220.416914
1643.2081,1500,222.429792
1643.4502,1500,223.821662
1643.6711,1500,225.233774
1639.3353,1500,226.437029
1639.4894,1500,227.886626
1639.21,1500,229.139522
1643.6295,1500,239.176449
1643.3206,1500,240.544183
1643.0977,1500,241.882545
1638.8245,1500,243.293504
1642.4513,1500,244.508207
1643.3552,1500,245.845922
1641.8989,1500,255.112473
1643.5355,1500,256.469913
1639.6415,1500,257.615646
1639.6045,1500,259.107554
1645.4298,1500,260.33164
1642.3849,1500,261.709943
1643.811,1500,262.89812
1642.1348,1500,272.349499
1641.9496,1500,273.680091
1639.8252,1500,274.889652
1642.9772,1500,276.340004
1643.8832,1500,277.775355
1645.1708,1500,279.092555
1644.0992,1500,280.204141
1643.982,1500,289.313875
1643.9681,1500,290.467396
1639.885,1500,291.923794
1644.8469,1500,293.029591
1639.774,1500,294.269807
1647.3871,1500,295.399647
1637.1616,1500,304.429493
1640.1941,1500,305.689409
1639.9954,1500,306.795922
1644.8203,1500,308.026935
1642.1942,1500,309.174722
1640.0123,1500,310.464067
1644.9397,1500,311.583506
1641.1472,1500,321.18295
1644.8597,1500,322.339824
1639.6655,1500,323.664918
1639.7655,1500,324.801798
1646.2327,1500,326.202248
1643.1543,1500,327.363643
